"","business_id","name","city","state","stars","review_count","categories","business_group"
"5536","b_5705","Carey, Obrien and Phillips","Brownton","ID",2.1,352,"truth, treat","A"
"5538","b_5707","Dodson, Wood and Brown","Caitlinchester","OH",1.4,451,"dinner, bill, light","B"
"5541","b_5710","Adams-Paul","Robinsonstad","KS",1.7,271,"technology","A"
"5542","b_5711","Vazquez, Torres and Clark","Nathanmouth","MS",4.9,246,"speech","B"
"5543","b_5712","Parker, Newman and Ferguson","Kaufmanmouth","HI",2.8,316,"fine","B"
"5545","b_5714","Chung, Watson and Hunt","Lake Jerry","MS",3.7,472,"find, whom, task","B"
"5546","b_5715","Mccarty Group","Ibarrafort","IN",2.2,364,"beyond, far","B"
"5547","b_5716","Andrade Ltd","Jasonbury","AR",1.8,187,"interesting, great, figure","B"
"5550","b_5719","Boyer, King and Walker","South Sarahmouth","UT",1.6,236,"score, whatever","A"
"5551","b_5720","Harris-Nguyen","East Zacharyshire","MO",1.4,20,"group","B"
"5553","b_5722","Mitchell-Marquez","East Tina","IL",4.2,198,"choice, feel, respond","B"
"5555","b_5724","Barr PLC","Kyleburgh","VA",1.5,22,"structure, rock","A"
"5559","b_5728","Bradshaw Group","Port Jacqueline","IN",1.7,444,"glass, government, particular","A"
"5560","b_5729","Sanders LLC","North Josephbury","IL",4.7,14,"after","A"
"5563","b_5732","Duran, Hopkins and Macdonald","Emilybury","SD",3.6,21,"national","A"
"5564","b_5733","Carr Ltd","New Zachary","MA",3.1,445,"his, similar, today","B"
"5568","b_5737","Henson Ltd","Pateltown","UT",2.1,447,"no","A"
"5570","b_5739","Blake-Pena","Matthewberg","SC",2.8,387,"like, increase, seek","B"
"5571","b_5740","Reynolds, Solis and Perry","Port Kaylachester","WY",4.6,234,"improve","B"
"5573","b_5742","Tran, Powers and Glover","Port Tamiton","AK",4.3,306,"stage, feel","B"
"5574","b_5743","Young Ltd","Whitneyfort","OH",5,313,"TV, material, fall","A"
"5575","b_5744","Nolan-Crawford","Thomasshire","MN",1.7,316,"along, nation, here","B"
"5577","b_5747","Harris Inc","Andersonside","RI",4.9,127,"size, computer, development","B"
"5578","b_5748","Solomon-Lane","Strongton","TX",4.9,361,"scientist","B"
"5580","b_5750","Donovan-Ayala","Beasleybury","CO",2,55,"old","A"
"5581","b_5751","Kirk, Griffin and Hall","East Carolyn","CT",4.2,236,"contain","B"
"5582","b_5752","Shaw-Oliver","Heathborough","AL",1.4,365,"your, seven, move","A"
"5583","b_5753","Jenkins-Freeman","Colleenshire","AL",4.1,303,"population, red, notice","B"
"5584","b_5754","Wright, Campbell and Roman","Cummingsport","MS",4.6,249,"address, thought","B"
"5585","b_5755","Waters PLC","Port Meganview","SD",2.5,357,"attention, make","B"
"5586","b_5756","Simmons-Little","New Margaret","SD",3.5,150,"it, change","A"
"5587","b_5757","Cox Inc","Whitechester","VT",2.7,213,"oil","B"
"5588","b_5758","Bowman, Peters and Thompson","Rachelfort","NV",2.8,159,"hot, Republican, challenge","B"
"5590","b_5760","","West Kellymouth","MN",4,358,"across","B"
"5594","b_5764","Myers Ltd","East Nancystad","NM",4.5,322,"personal","A"
"5597","b_5768","Fritz, Reilly and Luna","Burkeburgh","SD",2.1,125,"put, get","B"
"5598","b_5769","Green-Bell","Lopezstad","MN",4.6,360,"rate, debate","B"
"5600","b_5771","","Baldwinland","HI",3.9,164,"action, agent, political","B"
"5602","b_5773","Porter, Hayes and Rodriguez","South Pamela","NC",3.9,139,"partner, certainly, middle","B"
"5604","b_5775","Mason and Sons","Owensland","VT",2.5,476,"hand","B"
"5605","b_5776","Bass, Aguilar and Atkinson","Roberttown","FL",3.5,66,"collection, return, by","A"
"5607","b_5778","Maxwell, Davis and Adams","East Gregorybury","DE",4.3,66,"per, certain","B"
"5608","b_5779","Ray, Stephens and Lewis","Tiffanyview","GA",1.9,409,"soon, service","A"
"5610","b_5781","Carr, Gentry and Garcia","Carsonside","VA",2.6,344,"certainly","A"
"5611","b_5782","Thompson Group","Elizabethborough","GA",3.4,143,"local","B"
"5612","b_5783","Pope, Pearson and Rodriguez","Michaelmouth","VA",1.4,23,"end, yeah","A"
"5613","b_5784","Cummings-Smith","East Anthony","SD",1.1,292,"where","A"
"5615","b_5786","Baker, Mccoy and Short","Courtneyfort","AL",2.1,156,"research, deep, read","A"
"5616","b_5787","Morgan LLC","West Tricia","DE",4.3,430,"almost, star, newspaper","B"
"5617","b_5788","Rich, Mcdonald and Garcia","Lisaberg","NH",5,136,"win, bad, east","A"
"5618","b_5789","Parker-Moore","West Stevenside","OR",1.8,269,"place, chair","B"
"5620","b_5791","Morgan, Maddox and Rodriguez","Rodriguezborough","OH",3.7,227,"during, able","A"
"5624","b_5795","Williams Ltd","Barnesland","TX",4.2,177,"long, edge","B"
"5625","b_5796","Miller-Jones","Kellyfort","MT",1.5,152,"admit, ten","A"
"5626","b_5797","Myers-Duke","Hendricksmouth","MT",4.9,498,"involve, region","B"
"5627","b_5798","Shaw LLC","East Jeanetteport","NY",4.9,494,"window, suggest","B"
"5628","b_5799","Arellano and Sons","Alexanderhaven","AK",1.7,269,"television, upon","A"
"5629","b_5800","Hardy Inc","Martintown","DC",2.2,227,"knowledge, member","A"
"5630","b_5801","Cannon LLC","South Jessetown","",1.4,317,"threat, customer","A"
"5631","b_5802","Dennis-Mills","Amandaton","AR",2.1,155,"argue, project, or","B"
"5635","b_5806","Copeland, Munoz and Henry","Port Douglasburgh","GA",2.4,108,"whose, true, cold","B"
"5636","b_5807","Moss and Sons","South Miguel","NV",4.9,191,"worry","B"
"5637","b_5808","Ellis-Walker","Dodsonmouth","SD",3.5,178,"situation, military","B"
"5638","b_5809","Sullivan-Fletcher","South Philip","OK",2.7,242,"","B"
"5641","b_5812","Mills-Walls","South David","NY",4.3,126,"month, including","A"
"5644","b_5815","Ray, Armstrong and Stewart","New Heather","IN",1.2,94,"develop","A"
"5646","b_5817","Price-Lambert","East Daniel","ME",3.3,16,"lawyer","A"
"5647","b_5818","Austin-Knox","Sheriview","IL",4.7,390,"","B"
"5648","b_5819","Jones-Chan","New Douglasfort","ND",3,416,"available, of, avoid","B"
"5650","b_5821","Harris Inc","South James","ME",2.8,260,"only","B"
"5651","b_5822","Rosales, Murphy and Hayes","Lake Cindy","GA",3.8,94,"style, act, Congress","B"
"5652","b_5823","Valdez and Sons","South Martin","MI",3.9,328,"about, minute, song","A"
"5653","b_5824","Moore-Nicholson","Wagnermouth","AL",1.7,202,"treat, must","A"
"5659","b_5830","Wilson, Griffin and Mullins","Lisaside","WV",5,309,"certainly, firm, get","A"
"5661","b_5832","Owens Group","Taylorberg","LA",4.3,54,"","A"
"5663","b_5834","Schwartz Group","Jenniferbury","NY",4.2,462,"data","B"
"5664","b_5835","Dominguez LLC","Parkerland","NM",3.4,382,"ask, suffer","B"
"5665","b_5836","Harris-Ward","Lynnfurt","",4.5,488,"only, situation","A"
"5667","b_5838","Hanson-Smith","Kelleyfort","NV",3.4,74,"color, government, collection","B"
"5668","b_5839","Griffith-Cunningham","East Christineburgh","WY",3.5,63,"staff, her, watch","B"
"5669","b_5840","Powell, Clarke and Burnett","Castillomouth","SC",2.7,449,"nearly, everything","A"
"5670","b_5841","","Deniseberg","NV",1.6,231,"half","A"
"5671","b_5842","Davis-Green","Juanstad","AL",1.4,475,"open, dream","A"
"5674","b_5845","Herman Inc","Millerville","NY",1.9,483,"upon","B"
"5676","b_5847","Bennett, Webster and Hayes","Donnaborough","LA",3.9,195,"commercial, yourself","B"
"5678","b_5850","Huff and Sons","South Christine","WA",1.7,19,"series, around, realize","A"
"5679","b_5851","Stephens-Peterson","Daltonville","IN",4.8,481,"hot","A"
"5683","b_5855","Daniel Ltd","Newmanshire","NC",4,373,"will, station, inside","A"
"5686","b_5858","Russell-Anderson","South Alexander","VA",1.1,293,"little","B"
"5687","b_5859","Cooper-Vargas","East Krista","KY",3.3,199,"be","A"
"5688","b_5860","Jackson Inc","Port Tammy","",2.8,157,"me, candidate, forward","B"
"5690","b_5862","Conner Inc","Natalieview","KS",1,452,"argue, produce, dinner","B"
"5693","b_5865","Gutierrez and Sons","Lake Rachel","RI",2.8,147,"put, affect, thing","B"
"5696","b_5868","Mata PLC","Benjaminview","NM",4.3,374,"subject","B"
"5697","b_5869","Martin-Williams","West Lisa","DC",3.4,408,"appear","A"
"5698","b_5870","Livingston LLC","Rachelville","AR",1.8,39,"street, approach","A"
"5699","b_5871","Vargas-Greene","Susanburgh","AL",1.9,313,"Democrat","A"
"5700","b_5872","Horn Group","Christopherberg","NJ",3.5,489,"town","B"
"5701","b_5873","Park, Dominguez and Cohen","Lake Jamieton","NM",4.3,177,"same, street","B"
"5702","b_5874","Rhodes Group","West Paulbury","OK",2.7,100,"time, scene","A"
"5704","b_5876","Garcia-Brewer","Lake Emilyberg","WI",4.5,220,"religious","A"
"5705","b_5877","Evans-Mcguire","Shawnmouth","OK",3.7,339,"lay, every, line","B"
"5708","b_5880","Cochran-Barrera","North Tinamouth","CT",1.8,143,"start, recently","B"
"5712","b_5884","Cervantes, Brown and Wells","","",2.9,228,"treatment","B"
"5713","b_5885","Lam, Farrell and Jordan","Sergiomouth","WV",2.9,16,"natural","A"
"5715","b_5887","Martin-Escobar","Tammyberg","ND",4.7,127,"unit, blue","A"
"5716","b_5888","Salas, Collier and Brown","West Robert","LA",4.2,170,"anything","B"
"5717","b_5889","Gutierrez Inc","West Nicholas","OH",2.8,94,"nice, development, should","A"
"5719","b_5891","Chapman-Garza","East Ashleyborough","VT",3.3,257,"sing, she, game","A"
"5723","b_5895","Vincent, Jones and Moore","Casemouth","NM",2,40,"public, enter, four","B"
"5726","b_5898","","New Cheyennehaven","IL",4.8,229,"certainly","A"
"5728","b_5900","Whitaker, Townsend and Lopez","Braunville","MA",3.5,73,"decade, thought, here","A"
"5729","b_5901","Ford-Moore","Gonzalezberg","NJ",3.2,85,"wide, fight","B"
"5730","b_5902","Davis, Cook and Perez","Buckleyland","AK",1.5,140,"play, rich","A"
"5732","b_5904","Smith, Walsh and Stephens","New Sandra","SD",1.4,328,"watch, seek, in","B"
"5733","b_5905","Tran Group","North Scott","HI",3.5,370,"feeling","A"
"5735","b_5907","Cook-Torres","Sethhaven","CT",4.1,63,"grow, section","B"
"5736","b_5908","Vang, Wong and Martin","New Derek","LA",1.9,139,"wife, figure","B"
"5739","b_5911","Scott PLC","New Theresa","IN",4.7,255,"three, management","B"
"5740","b_5912","","Martinfort","NY",3.8,149,"trade, hand","B"
"5742","b_5914","Mckinney-May","East John","CA",3.1,267,"reality, than","B"
"5743","b_5915","Park-Tran","New Courtney","NM",1.3,114,"challenge, contain","A"
"5746","b_5918","Palmer-Jones","New Jessica","OK",2.1,487,"cut, process, yard","A"
"5747","b_5919","Suarez, Jones and Williams","New Natasha","CT",3.3,194,"none","B"
"5748","b_5920","Mullins Ltd","Hopkinsport","VT",1.4,312,"financial, fast","B"
"5750","b_5922","Anderson PLC","Lake Charles","HI",1.7,173,"voice","B"
"5751","b_5923","Lara, Avila and Lane","East Samuelshire","AL",3.6,141,"remember","A"
"5752","b_5924","Austin-Donovan","Michaelburgh","VT",2,212,"study, free, day","B"
"5753","b_5925","Hall-Moss","Micheleside","TN",3.9,417,"create, draw, professional","B"
"5755","b_5927","Castro-Bishop","Davisville","NE",3.7,356,"event","A"
"5757","b_5929","Turner, Lopez and Jimenez","South James","CO",4.6,455,"sister","B"
"5760","b_5932","Daugherty-Navarro","East Dustin","NM",2,468,"memory, moment, quality","A"
"5764","b_5936","Jackson-Garza","Adamsland","IA",3.7,248,"already","B"
"5765","b_5937","Henry, Wilson and Powell","West Kennethfurt","IN",1.8,224,"air, true","A"
"5766","b_5938","Skinner, Davis and Green","North Matthewtown","GA",2,300,"do, magazine",""
"5767","b_5939","Nguyen PLC","Evansbury","MD",2.1,381,"student, far, win","B"
"5772","b_5944","Caldwell-Blake","Hullmouth","TN",4.9,325,"physical, staff","B"
"5773","b_5945","Spears PLC","Joseburgh","RI",2.4,486,"price","A"
"5775","b_5947","Ramirez, Carson and Thomas","South Bridget","MI",1,313,"behind","A"
"5784","b_5956","Keller-Hodges","North Daniel","PA",2.2,296,"easy","A"
"5786","b_5959","Ramirez PLC","Port Amanda","HI",4.2,465,"mind, degree, focus","B"
"5787","b_5960","Andrews, Johnson and Duke","Khanhaven","GA",2.6,18,"dog","B"
"5792","b_5965","Waters-Allen","South Joshuaview","FL",4.6,140,"shake, though","B"
"5793","b_5966","Welch Ltd","East Brendan","MD",4.6,494,"tough","A"
"5795","b_5968","Blair-Meza","East Zachary","ME",4.7,421,"marriage, tough","B"
"5797","b_5970","Hernandez-Gross","West Jessica","IN",4.2,126,"always, agree, support","B"
"5800","b_5973","Berg-Bowman","Lake Susan","PA",4.4,363,"international, watch, item","B"
"5801","b_5974","Deleon-Barry","Brownberg","MT",2.2,280,"Mrs, question, natural","A"
"5803","b_5976","Allen-Reyes","West Jasonview","AK",1.2,441,"half, similar","B"
"5804","b_5977","Mills Group","Vincentton","NJ",1.6,236,"Republican","B"
"5806","b_5979","Ferguson, King and Cooley","Angelaside","UT",3.3,253,"painting, offer","B"
"5807","b_5980","Fischer LLC","Thomasstad","VT",3.6,317,"tend, space, low","A"
"5808","b_5981","Shepherd, Stone and Acosta","Suttonport","DE",1.1,64,"a, network","B"
"5809","b_5982","Cole-Holland","East Jeffreyfort","NJ",4.8,46,"research, like","B"
"5810","b_5983","","Monicastad","AR",1.2,397,"another","B"
"5811","b_5984","Hart-Logan","Port Emilystad","NJ",1.6,64,"see","B"
"5812","b_5985","Perkins, Griffith and Jackson","New Emily","NM",1.1,21,"history, blood",""
"5813","b_5986","Hoffman, Avery and Erickson","Nancyport","HI",3.3,412,"thus, be, front","B"
"5814","b_5987","Jimenez, Diaz and Potter","Stevenchester","SC",4.7,472,"without","B"
"5815","b_5988","Richardson-Smith","Williamfurt","VT",3.7,194,"vote, alone, media","B"
"5817","b_5990","Parsons Inc","Kerrville","UT",1.1,246,"once, sell, cost","B"
"5819","b_5992","Martinez, Taylor and Everett","Aliciamouth","WI",2.8,213,"understand, evening, statement","B"
"5821","b_5994","Scott, Lopez and Schroeder","North Maria","MI",1.3,235,"character","B"
"5822","b_5995","Greer, Watson and Thomas","Jonesfort","KS",3.7,16,"child, view, me",""
"5824","b_5997","West, Rivera and Harris","New Brendan","WA",4.1,320,"last, only",""
"5825","b_5999","Livingston Ltd","Port Thomasburgh","NM",1.6,486,"range, tonight, significant","B"
"5828","b_6002","Foley Inc","South Sandra","CA",4.5,198,"exactly","A"
"5829","b_6003","Webb-Hogan","Kochfurt","SC",3.5,84,"create, capital","A"
"5830","b_6004","Thompson, Hamilton and Davidson","New Marcus","OK",1.6,251,"gas, rise","A"
"5831","b_6005","Williams Ltd","New Rebecca","OH",4.8,123,"conference","B"
"5832","b_6006","Miller, Warner and Thompson","North Scottstad","PA",3.1,176,"color","A"
"5833","b_6007","Turner and Sons","Huffmanland","FL",1.3,115,"wall","B"
"5834","b_6008","King, Adams and Edwards","Port Justinville","MT",3.5,160,"but","B"
"5835","b_6009","Drake Inc","East Patrickton","SD",2,445,"pressure, likely, suddenly","B"
"5836","b_6010","Gray, Burgess and Brown","Davistown","ID",4.2,375,"with, special, however","A"
"5838","b_6012","Munoz-Campbell","North Nicholaschester","WI",4.9,221,"sing, anything","B"
"5839","b_6013","","Port Tammy","DC",3,276,"trouble","B"
"5840","b_6014","Smith PLC","North Zachary","DC",2.8,331,"after, history, amount","A"
"5842","b_6017","Thompson, Anderson and Jordan","Rebeccastad","ME",3.2,434,"recognize, even","A"
"5843","b_6018","Lamb and Sons","West Victoriafort","TX",3.2,186,"discover, mouth, begin","B"
"5845","b_6020","Christensen-Lucas","","ID",2.7,321,"base","A"
"5847","b_6022","Alexander, Rich and Welch","West Christina","AR",4.4,168,"skill, position, red","B"
"5850","b_6025","Doyle LLC","Marshallburgh","VA",2.1,480,"team, word","B"
"5851","b_6026","Jones, Baldwin and Wright","New Amanda","IL",4.5,453,"send, accept, next","A"
"5852","b_6027","Gibson-Adams","Adamtown","ND",1.5,318,"try","B"
"5854","b_6029","Dean, Walker and Jackson","West Markville","WY",1.4,255,"certain, still, choice","B"
"5856","b_6031","Chase LLC","Maryville","LA",2.4,473,"able, party, true","B"
"5858","b_6033","","New Ana","KS",1.9,51,"guess, fire","A"
"5859","b_6034","Moreno Group","Melissaport","GA",3.6,294,"professor, continue, building","A"
"5860","b_6035","Wright, Rios and Vega","Longfort","NC",1.9,477,"administration, growth","B"
"5861","b_6036","Barber LLC","Lake Aaron","NY",3.9,485,"southern, personal","B"
"5864","b_6039","Huang, Lawrence and Jenkins","Ramosborough","ME",4.5,486,"model, sure, necessary","A"
"5865","b_6040","Salinas-Scott","","MO",3.4,398,"political, direction","A"
"5867","b_6042","Gould, Smith and Lam","Georgemouth","NC",2.7,378,"available, enjoy",""
"5868","b_6043","Davis LLC","Melanieton","SD",1.6,371,"impact, full","B"
"5869","b_6044","Harper-Espinoza","Lake Brianbury","CA",3.8,495,"green, customer","B"
"5870","b_6045","Boyle, Gomez and Roberson","North Timothychester","KS",4,446,"kind, budget, table","B"
"5871","b_6046","Robinson Ltd","North Timothy","",1.4,445,"","A"
"5878","b_6054","Acosta, Brown and Davis","Henrystad","WI",4.4,349,"successful","B"
"5879","b_6055","Greer PLC","East Kristen","VT",3,470,"reflect","B"
"5881","b_6057","Neal-Brown","Meganton","WY",3,172,"on, and, single","A"
"5882","b_6058","Hebert and Sons","Lake Nicole","AZ",4.4,55,"sense, pressure, with","B"
"5885","b_6061","Williams Inc","Sampsonland","AK",2.3,114,"seven","B"
"5887","b_6063","Hayden-Craig","Vincentville","NC",3.3,448,"service, kitchen, evening","A"
"5888","b_6064","Thomas-Ward","Oliviaville","",2,337,"economy, side, loss","B"
"5890","b_6066","Lane-Schultz","Washingtonfurt","DE",2.9,38,"of, actually, lot","A"
"5896","b_6072","Smith PLC","Riverastad","IL",1.7,260,"out, miss, law","A"
"5900","b_6076","Miles-Walton","Alexaburgh","AR",2.3,347,"seem, majority","B"
"5901","b_6077","Lewis-Jones","Fishershire","TX",3.2,329,"dinner, event","A"
"5902","b_6078","Johnson, Hill and Luna","North Benjaminberg","WA",3.2,357,"hope","B"
"5903","b_6079","Galvan Ltd","East Jamesland","MO",2.4,277,"believe","A"
"5904","b_6080","Rodriguez-Daniel","North Coreyport","",2.8,21,"meet, thing","A"
"5907","b_6083","Thornton PLC","Juliabury","SC",2,148,"trouble, see","B"
"5908","b_6084","Morris, Graham and Miller","Daltonchester","CO",2,446,"major, every","B"
"5909","b_6085","Jones, Rasmussen and Lane","Grayport","NH",2.8,463,"upon, federal, bring",""
"5914","b_6090","Burch, Reyes and Spence","Macdonaldberg","GA",2.7,56,"area, season","B"
"5915","b_6091","Mack, Hansen and Powers","North Austin","OK",4.1,426,"personal, expert, probably","A"
"5916","b_6092","Taylor, Hines and Young","New Todd","IA",2.4,90,"pay, true","B"
"5917","b_6093","Fry Inc","Lake Ariana","NH",3.3,460,"lay","A"
"5919","b_6095","Walker-Hess","Martineztown","FL",4,52,"not, idea, already","A"
"5920","b_6096","Mccarty and Sons","West Angela","HI",1.2,155,"get, represent, if","A"
"5921","b_6098","Steele-Stephenson","Port Angelaview","CA",1.8,62,"civil","A"
"5926","b_6103","Green, Bell and Gonzalez","","FL",4.6,171,"decision, note","B"
"5927","b_6104","Johnson-Santiago","East Tina","NJ",1.5,46,"final, fly","B"
"5928","b_6105","Bishop-Byrd","West Julieside","FL",1.7,434,"pretty, although, become","A"
"5929","b_6106","Williams, Taylor and Welch","Adrianabury","NE",3,106,"","A"
"5930","b_6107","Hale-Gay","North Debbiestad","ID",1.3,58,"record, notice, nice","B"
"5933","b_6110","Allen LLC","","NH",4.9,49,"mean","B"
"5934","b_6111","Hill Group","Michaelberg","OR",2.5,411,"step, player, Congress","A"
"5940","b_6117","Sweeney, Lee and Grimes","East Ashley","PA",5,220,"history","B"
"5941","b_6118","","Port Randyside","IL",2.1,211,"drive","A"
"5942","b_6119","Stevens-Duke","North Marytown","MS",3.7,442,"pay","A"
"5943","b_6120","Velez-Cherry","Yodermouth","CA",1.2,204,"toward, say, training","B"
"5944","b_6121","Erickson-Vargas","Sullivanside","ND",1.5,62,"age, whose","B"
"5946","b_6123","Edwards-May","East Ronald","UT",5,291,"professional, get, level","A"
"5951","b_6128","Kelly, Mcdonald and Lawson","Elizabethport","NM",1.6,123,"college","A"
"5952","b_6129","Franco Ltd","Heathershire","AR",2.1,282,"expect","B"
"5953","b_6130","Ramirez-Evans","","LA",2.5,467,"physical, radio","B"
"5955","b_6132","Williams-Church","New Jimmyville","SC",3.2,198,"show","A"
"5956","b_6133","Potter, Anderson and Rice","East Sarahstad","OR",1.3,55,"month","A"
"5957","b_6134","Marshall-Richards","Floresstad","SD",1.1,252,"","B"
"5960","b_6137","Taylor-Conrad","South Dylan","VA",4.7,340,"challenge, loss","B"
"5961","b_6138","Bowman Inc","New Edwardberg","HI",3.5,20,"hundred","A"
"5962","b_6139","Stephens-Potter","Maddenfort","VA",4.2,405,"positive","B"
"5964","b_6141","Brown and Sons","Port Andrew","DC",2.4,57,"reflect","A"
"5965","b_6142","Walker PLC","Brianberg","NJ",1.4,386,"exist, data","B"
"5966","b_6143","Monroe Inc","Camposport","ID",4.5,65,"seat","B"
"5967","b_6144","Flores-Delgado","New Zacharyton","NJ",4.1,17,"baby, language, people","B"
"5968","b_6145","Smith Ltd","Port Michael","NM",1.7,481,"challenge","A"
"5969","b_6146","Bautista-Rice","Turnerfort","ME",3,23,"understand, live, up","B"
"5971","b_6148","Young, Pineda and Escobar","Carterborough","CT",3.5,379,"though, everyone","A"
"5972","b_6149","Mills Ltd","East Crystalland","NH",4.8,449,"represent, police, which","A"
"5975","b_6152","Mills, Jones and Rich","West Amandaville","SC",1.2,493,"attention, huge","A"
"5976","b_6153","Ramirez Inc","Richardstad","VA",1.3,282,"onto, fish, west",""
"5979","b_6156","Miles, Velez and Potts","Clarkview","CA",4,140,"international","A"
"5981","b_6158","Jones PLC","Jacobmouth","UT",1.5,221,"","A"
"5982","b_6159","Wright-Kennedy","Michelefurt","OH",4.3,131,"number, must","A"
"5983","b_6160","Allen, Davis and Flores","Simsview","",1.6,123,"trial","A"
"5984","b_6161","Frye-Garza","Matthewston","AL",2.2,29,"drug","B"
"5985","b_6162","Evans Ltd","Ginabury","RI",2,348,"remain, responsibility, draw","B"
"5986","b_6163","Berry, Warren and Choi","Port Markfort","SD",2.5,30,"go, white, family","A"
"5987","b_6164","Ramos Ltd","New Lindaville","PA",2,217,"run, other","A"
"5988","b_6166","Miller, Guerrero and Wright","Jenniferchester","OK",2.6,142,"last","B"
"5989","b_6167","Wilson, Russell and Brady","Snyderchester","MI",4.9,417,"economy, last, start","B"
"5990","b_6168","Mcdonald LLC","Thomasmouth","ND",1.2,200,"short, measure, available","A"
"5993","b_6171","Graham Ltd","New Brittanychester","OK",3.5,373,"remain","A"
"5994","b_6172","Cortez Group","Davidfurt","MT",1.2,98,"","B"
"5997","b_6175","Williams, Mclaughlin and Holloway","Anthonyville","IA",3.1,247,"guess","B"
"5998","b_6176","Lewis-Harris","New Amanda","OH",3.2,27,"new, nor","A"
"5999","b_6177","","East Krystalland","MT",1.7,283,"explain","A"
"6000","b_6178","Peterson-Turner","South Eric","WY",1.8,431,"get, option, necessary","B"
"6004","b_6182","","West Kellystad","KS",1.5,443,"mouth, attack","A"
"6006","b_6184","Roman Ltd","Daisytown","OH",1.1,117,"bring, style","B"
"6007","b_6185","Hahn, Mitchell and Patterson","South Robinbury","NV",4.2,470,"suffer, process, across","B"
"6008","b_6186","Caldwell Inc","Millershire","NE",4.2,445,"near, approach","A"
"6009","b_6187","Flores-Davis","Rachelchester","MN",2.2,235,"","A"
"6011","b_6189","Brown, Wagner and Hall","Farleyport","IA",1.6,364,"threat","B"
"6012","b_6190","Bentley-Lewis","South Veronicaburgh","ND",3.8,28,"produce, claim, finally","A"
"6013","b_6191","Blair, Mills and Delgado","Lake Jenniferhaven","NH",3.6,232,"figure","A"
"6015","b_6193","Lyons, Fernandez and Duke","Port Emilytown","AL",4.7,113,"avoid, this, we","A"
"6019","b_6197","Torres PLC","Waynestad","WY",4.4,418,"court, one","A"
"6020","b_6198","Conner Inc","Janiceberg","AK",1.8,298,"next, her, piece","B"
"6021","b_6199","Ward-Rodriguez","Cassandrafort","CT",1.3,453,"see, particular, public","A"
"6022","b_6200","Graham Group","East Michelleview","HI",3.8,46,"such, ground, four","B"
"6024","b_6202","Durham Group","Seanstad","MD",4.7,389,"treatment, boy","B"
"6025","b_6203","","Lloydbury","NM",3.6,253,"bed, here","B"
"6029","b_6207","Werner LLC","Connorside","AZ",2.3,23,"adult, them","A"
"6030","b_6208","Gay, Hoffman and Murray","","WY",2.6,140,"office, not","B"
"6032","b_6210","Simmons Group","North Jesseview","OR",3,193,"","B"
"6033","b_6211","","South Daniel","NH",1.5,291,"prevent, memory","A"
"6034","b_6212","Morgan LLC","Aliciahaven","AR",2.6,392,"partner","B"
"6035","b_6213","Johnson, Horn and Long","Lynchfurt","NJ",2.4,62,"keep, task","B"
"6036","b_6214","Mcmahon Group","North Lisaside","NY",4.1,50,"every, happen, describe","B"
"6038","b_6216","Young-Frank","Dunlapmouth","WA",1.6,367,"western, fact, inside","B"
"6041","b_6219","Hoffman, Smith and Hill","South Kevin","DC",1.6,304,"recent, system","A"
"6042","b_6220","Benjamin-Walker","","MT",4.2,217,"tend, social","B"
"6044","b_6222","Garcia, Ayala and Lewis","Port Shelby","SD",1.8,160,"reduce, car, fill","A"
"6045","b_6223","Shields, Mccullough and Brown","","ME",2.5,486,"radio, case","A"
"6047","b_6225","Anderson-Edwards","Port Shannonview","MT",3.5,451,"any, common, chair","A"
"6048","b_6226","Martinez Inc","Darrelltown","CO",1.5,78,"you, smile","B"
"6050","b_6228","Pittman Ltd","East Alejandro","LA",4.1,422,"action, worry","A"
"6052","b_6230","Schneider, Jacobs and Petty","New Karen","WA",3.3,446,"hotel, to, score","A"
"6054","b_6232","Reed, Hill and Schultz","Lake Matthew","KY",3.2,36,"carry","B"
"6055","b_6233","Pugh, Skinner and Wood","New Ricardo","WV",1.7,125,"home, government","B"
"6056","b_6234","Wood-Saunders","Port Desireechester","TX",2.5,427,"pull, resource","A"
"6060","b_6238","Cantrell, Hernandez and Williams","East Jason","LA",4.5,83,"","A"
"6062","b_6240","","Lake Meganmouth","CA",4.7,307,"plant","B"
"6063","b_6241","Johnson PLC","Nicholasbury","AZ",1.4,131,"expect, safe","A"
"6064","b_6242","Shepherd, Mccann and Davis","West Michael","ME",3.2,444,"investment","B"
"6068","b_6246","","Toddborough","VT",1.7,156,"if, society, heavy","A"
"6070","b_6248","Rowe Inc","North Josephton","MN",3.9,383,"","A"
"6071","b_6249","Ross and Sons","Gregburgh","GA",1.3,330,"city, with","A"
"6072","b_6250","Ingram, Miller and Hayes","","RI",2.9,469,"especially, paper","A"
"6076","b_6254","Patton-Martin","West Andrewville","MS",2.6,76,"save","B"
"6078","b_6256","Salinas Ltd","New Jasonfort","NY",3.5,374,"teacher, degree","B"
"6079","b_6257","Hensley-Soto","Schmidtborough","MA",3.7,251,"soon","B"
"6082","b_6260","Carter, Chaney and May","West Robertmouth","PA",1.5,495,"production, job","B"
"6083","b_6261","Schultz Inc","South Michaelhaven","UT",4.4,19,"blue, cold, language","B"
"6084","b_6262","Barker-Peterson","Port Sarahberg","KS",1.6,133,"stand, both, blood","B"
"6088","b_6266","Rivera, Foster and Jefferson","Port Stephanie","ND",4.9,461,"service","A"
"6090","b_6268","Young, Frazier and Andrews","Juliehaven","AR",2.2,152,"team, mind","A"
